馬名,horse_id,枠,馬 番,race_id,date,rank,着 順,weighted_avg_rank,weighted_avg_run_style,weighted_avg_last_3f,weighted_avg_horse_weight,weighted_avg_odds,weighted_avg_weather,weighted_avg_weight_change,weighted_avg_interval,weighted_avg_speed,turf_compatibility,dirt_compatibility,good_condition_avg,heavy_condition_avg,distance_compatibility,is_rest_comeback,interval_category,is_consecutive,jockey_compatibility,race_class,is_graded,age_limit,age,course_type_code,distance_val,rotation_code,weather_code,condition_code,target_top3
コマアールエクス,2023100116.0,2,2,202544120305,2025年12月3日,6.0,6,6.350545555413056,3.370643311379169,39.30605450849313,450.5157012181829,100.0,1.7316558528979205,-4.39032374663385,40.327170055848384,15.375778812008033,10.0,6.0,6.0,10.0,6.0,0,2,0,6.0,0,0,2,2.0,2,1600.0,1,2,1,0
コムペガサス,0.0,3,3,202565120102,2025年12月1日,3.0,3,18.0,9.999999999999998,39.99999999999999,470.0,100.0,2.0,0.0,180.00000000000003,16.0,10.0,10.0,18.0,10.0,10.0,1,4,0,10.0,0,0,2,2.0,0,1600.0,0,2,1,1
コモモチャン,2022100006.0,2,2,202548120407,2025年12月4日,11.0,11,8.53003510671163,3.058012217397998,38.970897652459016,459.0214288570627,100.0,1.095645976784559,-0.6626226260834829,30.8309075640725,15.511859768820905,10.0,8.2,8.2,10.0,10.0,0,2,0,10.0,0,0,0,3.0,2,1500.0,1,1,1,0
コルシカブルー,2021102180.0,6,7,202550120205,2025年12月2日,10.0,10,7.004821395587179,2.9557130531209084,39.86530229061798,530.1029669207463,100.0,1.2533395331661523,4.163017217599968,33.97004678778446,15.065244337007467,10.0,7.4,7.4,10.0,7.25,0,1,1,6.5,0,0,0,4.0,2,820.0,1,1,1,0
コロラドフォンテン,2021101080.0,3,3,202544120508,2025年12月5日,5.0,5,4.004035362199036,3.6306360320378515,40.014259048532274,465.4593281012764,100.0,1.7776410387278785,-2.0015039727145147,122.0235115892762,15.447315062991045,10.0,3.8,3.8,10.0,3.8,0,2,0,4.0,0,0,0,4.0,2,1600.0,1,1,1,0
コンシール,2023101513.0,3,6,202544120411,2025年12月4日,10.0,10,9.41425595266363,3.417054773522876,39.995002001999104,461.8809486316335,100.0,1.153658194182557,11.324675808061716,97.79448115585586,15.5101343776334,10.0,6.5,8.8,10.0,3.3333333333333335,0,2,0,3.3333333333333335,0,0,0,2.0,2,1200.0,1,1,1,0
コンスピリート,2021106705.0,6,6,202550120302,2025年12月3日,1.0,1,4.249442364455638,1.9557130531209082,40.673533702244754,502.1664121206793,100.0,1.7842942262204087,1.073463024217291,37.51265399377256,14.736549446626693,10.0,5.2,5.2,10.0,4.5,0,2,0,5.2,0,0,0,4.0,2,1400.0,1,2,1,1
コンチナッツ,2023109050.0,6,6,202544120505,2025年12月5日,8.0,8,7.5490233251670436,2.8463418058174432,41.02331749370322,445.41186192501317,100.0,1.2157057737795913,-3.442190848128003,42.06314197299065,15.449663239528928,10.0,5.6,5.5,6.0,5.6,0,2,0,5.6,0,0,2,2.0,2,1400.0,1,1,1,0
コンチバンケット,2023109046.0,3,5,202544120304,2025年12月3日,9.0,9,5.453621797475971,3.5685884524408173,38.27508414033014,460.239843207013,100.0,1.1576935563815933,1.141851151377975,83.68005737504363,15.671689678482752,10.0,5.4,5.4,10.0,5.4,0,4,0,10.0,0,0,2,2.0,2,1200.0,1,2,1,0
コンバットトーラス,2021104521.0,8,9,202547120108,2025年12月1日,8.0,8,7.0100450248602275,1.6886482494358497,41.33881353556022,540.2352036386461,100.0,1.904354023215441,3.3810858371548345,51.62743894968585,15.234318770428535,10.0,5.6,5.6,10.0,5.6,0,2,0,5.0,0,0,0,4.0,2,1600.0,1,2,1,0
コンプレックス,2023102552.0,2,2,202550120403,2025年12月4日,9.0,9,11.998822597119664,6.999411298559832,39.52847891834511,462.284200482011,100.0,1.571344471222833,0.0,183.85789975899453,15.777046040759865,10.0,4.0,15.2,10.0,4.0,1,4,0,10.0,2,0,2,2.0,2,820.0,1,1,1,0
コヴィーニャ,2021107172.0,5,6,202548120511,2025年12月5日,5.0,5,1.9003186610164045,2.6443613025567583,38.79171308352199,486.06260898368765,100.0,1.8977008357229104,1.1988145445471414,23.702745430261597,15.358852611399895,10.0,2.0,2.25,1.0,10.0,0,1,1,2.5,6,0,0,4.0,2,1400.0,1,1,1,0
コーゲンカイショウ,2022103075.0,5,8,202544120106,2025年12月1日,4.0,4,8.362291884935772,2.5243015055617257,42.0084899454057,481.63927554130646,100.0,1.2599927206586827,0.6506820303244154,84.362693102836,15.04253084281314,10.0,8.2,8.25,8.0,8.2,0,2,0,8.0,0,0,0,3.0,2,1600.0,1,1,1,0
コーゲンシルバー,2021103091.0,8,10,202544120410,2025年12月4日,3.0,3,4.719909523375205,3.095645976784559,37.73820314586499,463.79736069587244,100.0,1.2533395331661523,-1.2134114526086528,173.37256318874287,16.31373476678177,10.0,4.8,4.5,6.0,4.8,1,4,0,4.8,0,0,0,4.0,2,1200.0,1,1,1,1
コーシューパンジャ,2022102769.0,8,10,202547120310,2025年12月3日,1.0,1,2.739474650648979,2.7250026654053903,39.26738523461174,489.5225168308019,100.0,1.1576935563815933,-0.28095556504200636,59.074030296252005,15.490192137386284,10.0,4.4,4.4,10.0,4.4,0,2,0,2.0,0,0,0,3.0,2,1600.0,1,2,1,1
コーミズアムール,2019104197.0,5,5,202544120208,2025年12月2日,4.0,4,6.043978947484248,3.588966910452254,38.25021722192653,441.3965809241002,100.0,2.0,-1.6233121191380864,43.868494338232054,15.97554809292024,10.0,7.6,7.6,10.0,7.5,0,2,0,3.0,0,0,0,6.0,2,1200.0,1,2,1,0
コーラルキング,2022100559.0,3,3,202544120309,2025年12月3日,8.0,8,3.3903068957758555,2.4690453069457434,38.1170881139972,480.81212718114807,100.0,1.3180049380566807,2.5932740190942978,65.97150664742017,16.181348150830406,10.0,6.0,2.0,12.0,2.0,0,2,0,2.0,0,0,0,3.0,2,1600.0,1,2,1,0
コーワノフク,0.0,6,6,202565120102,2025年12月1日,8.0,8,18.0,9.999999999999998,39.99999999999999,470.0,100.0,2.0,0.0,180.00000000000003,16.0,10.0,10.0,18.0,10.0,10.0,1,4,0,10.0,0,0,2,2.0,0,1600.0,0,2,1,0
ゴッドアマベル,2021102975.0,1,1,202550120212,2025年12月2日,1.0,1,4.68129546436415,1.0580122173979978,40.47870870604154,458.26876304263595,100.0,1.8046726842318455,-0.45382651020384784,112.40090768501342,15.271104650741641,10.0,3.6,4.25,1.0,4.0,0,2,0,3.6,0,0,0,4.0,2,820.0,1,1,1,1
ゴッドインパルス,2020100823.0,3,3,202548120411,2025年12月4日,12.0,12,4.137867546858488,2.1979451410616484,38.42599601798128,488.1869603845971,100.0,1.1912919535691182,4.467189054710363,26.666391014292056,15.68909823582026,10.0,4.2,4.2,10.0,4.75,0,1,1,4.2,0,0,0,5.0,2,1500.0,1,1,1,0
ゴッドバーグ,2022109025.0,7,11,202544120408,2025年12月4日,0.0,除外,4.0443387045586405,2.6239828445453215,38.38311692817261,493.4055728096632,100.0,1.6886482494358497,0.6176664318459456,68.09969798006198,16.137439481414873,10.0,4.8,5.5,2.0,3.75,0,2,0,4.8,0,0,0,3.0,2,1400.0,1,1,1,0
ゴッドフィンガー,2022106030.0,5,5,202548120505,2025年12月5日,3.0,3,7.892386130106853,3.6443613025567583,40.48015466905761,477.0662254503529,100.0,1.0580122173979978,2.0086395092686242,28.87561795024585,15.031132989800758,10.0,9.0,9.0,10.0,9.0,0,1,1,10.0,0,0,0,3.0,2,1400.0,1,1,1,1
ゴッドモード,2019101552.0,6,8,202544120302,2025年12月3日,8.0,8,9.405378543426913,3.571344471222833,40.68955549258399,489.67163716846215,100.0,1.8353725540805523,3.852120949290445,78.46482961329455,15.08708176841435,10.0,8.8,9.75,5.0,10.0,0,2,0,9.5,0,0,0,6.0,2,1200.0,1,2,1,0
ゴルデューク,2022102111.0,5,6,202544120502,2025年12月5日,10.0,10,8.2283215067878,3.428655528777167,41.65799397003655,457.43578652157083,100.0,1.735691215096957,6.183334962329538,49.829707733068815,15.058150046621282,10.0,7.2,6.666666666666667,8.0,7.2,0,2,0,9.0,0,0,3,3.0,2,1400.0,1,1,1,0
ゴルトレオパルト,2020106004.0,1,1,202546120109,2025年12月1日,8.0,8,6.84731314983962,3.0,38.94509493774835,480.914556643658,100.0,1.6819950619433193,-1.4054633915730526,30.780216004852626,15.201694573151252,10.0,7.6,7.5,8.0,7.6,0,1,1,10.0,0,0,0,5.0,2,1400.0,1,2,1,0
ゴンクール,2022103564.0,2,2,202548120401,2025年12月4日,1.0,1,8.589385805986101,2.1940479723511337,41.968423001596264,490.0636575792244,100.0,1.0,3.6083958496024895,78.54527305230408,15.120215488150496,10.0,9.2,9.2,10.0,9.0,0,2,0,7.5,0,0,0,3.0,2,1500.0,1,2,1,1
ゴンザーゴ,2021105388.0,1,2,202544120312,2025年12月3日,7.0,7,4.074414451669851,3.206296567505045,38.52802297304599,469.33604627281994,100.0,1.6156314181019247,0.3146964707863342,60.74949826465843,15.671622618077873,10.0,6.2,6.5,5.0,6.666666666666667,0,2,0,2.0,0,0,0,4.0,2,1800.0,1,2,1,0
ゴーディアンノット,2021104826.0,4,4,202544120201,2025年12月2日,4.0,4,7.613602294248599,3.750695829032884,39.66757176424416,465.74256596617533,100.0,1.513332253824835,2.1605920837204113,42.39615152498327,15.239607240387787,10.0,6.0,6.0,10.0,6.0,0,2,0,6.0,0,0,0,4.0,2,1600.0,1,2,1,0
ゴープラチナム,2017103286.0,1,1,202536120205,2025年12月2日,8.0,8,7.77107428704432,1.941987782602002,38.70142224779139,434.4897317643521,100.0,2.3330095519926077,2.0345499214137086,37.74861099304236,15.97213642426398,10.0,7.6,7.6,10.0,6.5,0,2,0,8.0,0,0,0,8.0,2,850.0,1,2,1,0
ゴールデンオージャ,2018101485.0,7,12,202544120301,2025年12月3日,1.0,1,7.352969114470199,3.058012217397998,38.91180535586494,468.98062018336026,100.0,1.735691215096957,0.41865762106245263,40.891861339578675,15.787411165196652,10.0,6.4,6.4,10.0,3.0,0,2,0,10.0,0,0,0,7.0,2,1600.0,1,2,1,1
ゴールデンクィーン,2023107428.0,6,10,202544120102,2025年12月1日,10.0,10,9.996213727428486,4.9194695332903695,40.614849538326816,467.67406253103377,100.0,1.571344471222833,0.42865552877716695,109.6864962635827,15.336612782686073,10.0,6.5,13.4,10.0,6.5,0,2,0,6.5,0,0,2,2.0,2,1400.0,1,1,1,0
ゴールデンブザー,2021107355.0,7,7,202544120109,2025年12月1日,4.0,4,8.277624115490422,1.7870502450024242,40.797143379002826,518.2663060676465,100.0,1.0580122173979978,0.9980728166833583,64.74100992803486,15.475991373665495,10.0,8.0,9.75,1.0,11.0,0,2,0,7.0,0,0,0,4.0,2,1200.0,1,1,1,0
ゴールデンマーチ,2022103013.0,8,12,202548120401,2025年12月4日,2.0,2,9.514532542212788,1.831337191881516,43.17581502080481,410.2436570056262,100.0,1.3113517505641503,-1.0388356225969269,39.57478039970653,14.683172974802396,10.0,9.8,9.8,10.0,11.0,0,2,0,9.8,0,0,0,3.0,2,1500.0,1,2,1,1
ゴールデンヨシノ,2019101606.0,8,13,202544120511,2025年12月5日,7.0,7,18.0,9.999999999999998,39.99999999999999,470.0,100.0,2.0,0.0,180.00000000000003,16.0,10.0,10.0,18.0,10.0,10.0,1,4,0,10.0,0,0,0,6.0,2,1200.0,1,1,1,0
ゴールデンルチル,2023102664.0,8,15,202544120506,2025年12月5日,15.0,15,7.6702762584622555,4.490814004513203,40.198861185272925,454.32975307109393,100.0,1.7400072793413173,0.8573110575543339,91.19236985669922,15.679003130003412,10.0,3.0,12.0,10.0,3.0,0,3,0,10.0,0,0,2,2.0,2,1200.0,1,1,1,0
ゴールドアムレット,2023101008.0,6,6,202544120507,2025年12月5日,10.0,10,7.332950642225287,4.23082128385452,40.805977434041914,468.27138086792945,100.0,1.3113517505641503,1.7146221151086678,90.71437546626758,15.358088361867292,10.0,3.0,12.0,10.0,10.0,0,3,0,10.0,0,0,2,2.0,2,1800.0,1,1,1,0
ゴールドカグヤヒメ,2023105104.0,5,10,202544120411,2025年12月4日,6.0,6,2.616981921292337,2.6217912955655764,39.015638036648966,471.65078554568356,100.0,1.571344471222833,-1.3578376272028905,58.92430302501848,15.889181976125204,10.0,2.0,5.2,10.0,2.0,0,2,0,2.0,0,0,0,2.0,2,1200.0,1,1,1,0
ゴールドクイーン,0.0,4,4,202565120112,2025年12月1日,3.0,3,18.0,9.999999999999998,39.99999999999999,470.0,100.0,2.0,0.0,180.00000000000003,16.0,10.0,10.0,18.0,10.0,10.0,1,4,0,10.0,0,0,0,5.0,0,1600.0,0,1,1,1
ゴールドグラント,2022107109.0,2,2,202536120210,2025年12月2日,4.0,4,4.068168138397226,3.6819950619433195,38.74553152862788,470.50535892620303,100.0,1.7400072793413173,-0.8025217032722192,30.803737953772142,15.68849724850453,10.0,5.4,5.4,10.0,3.75,0,1,1,5.5,0,0,0,3.0,2,1400.0,1,2,1,0
ゴールドサニーデイ,2022105330.0,6,8,202548120408,2025年12月4日,12.0,12,10.970212335714017,3.6306360320378515,42.27871863177977,421.0552791808972,100.0,1.153658194182557,0.02215143692309063,36.811648791439225,14.893295883240441,7.0,11.25,10.5,10.0,11.25,0,1,1,12.0,0,0,0,3.0,2,1500.0,1,1,1,0
ゴールドジャッジ,2019100825.0,2,2,202544120109,2025年12月1日,2.0,2,7.645194453090414,2.5756605354671933,37.82844730601085,503.66571110459034,100.0,1.773324974483518,-0.9645577895931841,40.718472527284305,16.261638183477384,10.0,8.0,7.75,9.0,8.0,0,2,0,7.666666666666667,0,0,0,6.0,2,1200.0,1,1,1,1
ゴールドタリスマン,2021100728.0,7,12,202544120106,2025年12月1日,10.0,10,3.605448199753176,1.0,41.08503890925568,435.1864825792959,100.0,1.735691215096957,-1.2337942256883712,40.44878989830575,15.338011359186158,10.0,4.4,4.4,10.0,4.4,0,2,0,4.4,0,0,0,4.0,2,1600.0,1,1,1,0
ゴールドパラディン,2017103283.0,6,8,202548120511,2025年12月5日,10.0,10,11.002506929154494,2.915323274952332,30.40627045241014,446.12098369840595,100.0,1.582313722959724,0.8708845384483658,386.9647602723237,15.862254804676533,10.0,14.0,8.4,10.0,14.0,1,4,0,10.0,6,0,0,8.0,2,1400.0,1,1,1,0
ゴールドブラボー,2021106882.0,1,1,202546120111,2025年12月1日,1.0,1,3.1700012899949574,3.0109692517368907,38.4994827288465,438.5166769740471,100.0,2.428655528777167,2.0170699907410903,37.54231442553732,15.540305003699524,10.0,3.8,4.0,3.0,3.3333333333333335,0,1,1,10.0,0,0,0,4.0,2,1400.0,1,3,1,1
ゴールドブレイン,2018101312.0,5,7,202544120302,2025年12月3日,2.0,2,4.961027758736966,3.846341805817443,37.52023963330829,517.785021121149,100.0,1.1912919535691182,2.4917107053482153,96.86536557666949,16.03065052035602,10.0,4.2,4.25,4.0,4.2,0,2,0,4.5,0,0,0,7.0,2,1200.0,1,2,1,1
ゴールドマイヤー,2018106231.0,1,1,202550120208,2025年12月2日,5.0,5,2.7469411688791716,2.9043540232154412,39.588914776226325,447.70640888215377,100.0,1.0,0.24847102043346087,53.99873303850756,15.162546808053722,10.0,2.8,2.8,10.0,2.8,0,2,0,2.5,0,0,0,7.0,2,1230.0,1,1,1,0
ゴールドマリーナ,2023102482.0,6,8,202548120501,2025年12月5日,5.0,5,18.0,6.999411298559832,39.99999999999999,470.0,100.0,1.571344471222833,0.0,106.69990457910446,16.0,10.0,18.0,18.0,10.0,18.0,0,1,1,10.0,0,0,2,2.0,2,920.0,1,1,1,0
ゴールドラブリー,2022106848.0,7,7,202546120106,2025年12月1日,4.0,4,6.188903072641399,3.0,40.08224967704776,425.73376403178025,100.0,1.3113517505641503,-2.596208799384953,28.923825048116697,15.06595553734655,10.0,5.6,5.6,10.0,5.6,0,1,1,7.0,0,0,0,3.0,2,1500.0,1,2,1,0
ゴールドレコーダー,2020105836.0,8,8,202546120111,2025年12月1日,5.0,5,7.702543325861079,2.486667746175165,39.890269203721644,437.82877850504747,100.0,2.168662808118484,-2.0671376559155976,33.45366305157248,15.481685629473132,10.0,5.4,5.333333333333333,5.5,5.4,0,1,1,5.4,0,0,0,5.0,2,1400.0,1,3,1,0
サイゴニアイハカツ,2023102607.0,8,9,202544120104,2025年12月1日,4.0,4,18.0,9.999999999999998,39.99999999999999,470.0,100.0,2.0,0.0,180.00000000000003,16.0,10.0,10.0,18.0,10.0,10.0,1,4,0,10.0,1,0,2,2.0,2,1200.0,1,1,1,0
サイモンノーブル,2022105814.0,5,5,202536120208,2025年12月2日,1.0,1,4.848040044768309,3.0513590299054676,37.81833118481298,446.30124294671043,100.0,1.857311057554334,0.036626162412547264,42.52731625564997,16.216854516804258,5.0,4.0,4.6,10.0,4.0,0,2,0,10.0,0,0,0,3.0,2,1400.0,1,2,1,1
サイレントブラック,2019104701.0,4,4,202544120410,2025年12月4日,2.0,2,11.630497838549331,3.168662808118484,40.46996863467056,527.7866009864074,100.0,1.571344471222833,0.961194402158043,56.890928513960546,15.351013190120973,10.0,10.6,10.6,10.0,9.666666666666666,0,2,0,10.0,0,0,0,6.0,2,1200.0,1,1,1,1
サウンドクラージュ,2021107137.0,3,4,202544120512,2025年12月5日,14.0,14,10.313953239475424,2.7773603366825546,38.58246003927591,497.1084832733786,100.0,1.5753798334218694,4.402074391224847,73.56600554340118,15.913278998631226,10.0,9.8,12.0,1.0,12.0,0,2,0,7.0,0,0,0,4.0,2,1400.0,1,1,1,0
サウンドルークス,2021100103.0,5,9,202544120308,2025年12月3日,3.0,3,10.147695648666879,3.0040353621990366,39.697709005573046,465.47500785246143,100.0,1.582313722959724,2.50819937542904,215.45416374238127,15.589167485044541,10.0,11.4,11.5,11.0,11.333333333333334,1,4,0,10.0,0,0,0,4.0,2,1200.0,1,2,1,1
サウンドロックス,2021110155.0,5,7,202544120407,2025年12月4日,7.0,7,3.389880619462106,2.2383349192302253,39.87928001825345,453.72743518006484,100.0,1.7776410387278785,1.5902855725327343,60.256442425804295,15.474833464236943,10.0,4.6,6.0,2.5,4.6,0,2,0,3.75,0,0,0,4.0,2,1600.0,1,1,1,0
サカノカイリキ,0.0,1,1,202565120110,2025年12月1日,4.0,4,18.0,9.999999999999998,39.99999999999999,470.0,100.0,2.0,0.0,180.00000000000003,16.0,10.0,10.0,18.0,10.0,10.0,1,4,0,10.0,0,0,0,6.0,0,1600.0,0,1,1,0
サカノダイヤ,0.0,5,5,202565120112,2025年12月1日,1.0,1,18.0,9.999999999999998,39.99999999999999,470.0,100.0,2.0,0.0,180.00000000000003,16.0,10.0,10.0,18.0,10.0,10.0,1,4,0,10.0,0,0,0,9.0,0,1600.0,0,1,1,1
サカノテイオー,0.0,8,10,202565120103,2025年12月1日,10.0,10,18.0,9.999999999999998,39.99999999999999,470.0,100.0,2.0,0.0,180.00000000000003,16.0,10.0,10.0,18.0,10.0,10.0,1,4,0,10.0,0,0,2,2.0,0,1600.0,0,2,1,0
サガノオウマサン,2021100701.0,7,14,202544120312,2025年12月3日,15.0,15,4.157326418527297,3.846341805817443,39.26101800938197,448.1627594010623,100.0,2.058012217397998,-3.3966171770519877,43.77068410981727,15.304743568787995,10.0,4.4,4.4,10.0,4.4,0,2,0,4.4,0,0,0,4.0,2,1800.0,1,2,1,0
サクハル,2019103556.0,4,5,202544120511,2025年12月5日,11.0,11,7.258819632846627,1.9473616266775118,38.582682263856896,504.92011589514124,100.0,1.7842942262204087,1.2332406246170042,84.27638541492053,16.172004639886094,10.0,9.4,8.0,15.0,8.0,0,3,0,6.666666666666667,0,0,0,6.0,2,1200.0,1,1,1,0
サクラサクヤヒメ,2022101877.0,8,13,202544120408,2025年12月4日,1.0,1,5.764785171694465,1.5066790663323046,40.35320033725242,470.9813222924932,100.0,1.486667746175165,6.6521922266985705,139.5600320055231,15.365771717108842,10.0,4.0,4.75,1.0,2.25,1,4,0,4.0,0,0,0,3.0,2,1400.0,1,1,1,1
サクラトップグッド,2019100842.0,8,8,202547120104,2025年12月1日,3.0,3,6.893946175569199,3.153658194182557,39.22899349148154,467.9011791088996,100.0,1.475698494438274,0.8288529195425074,44.06818527164691,15.237125562321893,10.0,7.4,7.4,10.0,7.0,0,2,0,6.666666666666667,0,0,0,6.0,2,1400.0,1,1,1,1
サクラトップスター,2015100782.0,6,6,202550120402,2025年12月4日,3.0,3,4.493040231622371,1.4690453069457434,41.548749625617475,484.7699374521841,100.0,2.0,0.9139921738557619,59.386454804058815,14.688759838210833,10.0,4.0,4.75,1.0,4.0,0,2,0,10.0,0,0,0,10.0,2,1400.0,1,1,1,1
サコクノクインビー,2023100209.0,7,13,202544120304,2025年12月3日,6.0,6,9.216235565452438,4.9194695332903695,40.57411846822216,473.0145857184021,100.0,1.7400072793413173,-0.42865552877716695,75.27612722409638,15.532566089944916,10.0,5.0,15.0,4.0,5.0,0,2,0,10.0,0,0,2,2.0,2,1200.0,1,2,1,0
サザンブラック,2022101347.0,5,6,202550120405,2025年12月4日,4.0,4,6.524711445493254,1.0,40.704263823155074,499.9411589471366,100.0,1.417686277040276,3.4452275689553424,64.62231756332335,15.419330472272742,10.0,7.0,6.5,9.0,3.0,0,2,0,3.0,0,0,0,3.0,2,1230.0,1,1,1,0
サザンレイク,2020101481.0,3,4,202544120511,2025年12月5日,0.0,中止,10.052638373322488,3.5283368677607623,37.215268535927116,471.1200488360277,100.0,1.486667746175165,-0.4733768759178154,77.30479527866656,16.130524926760202,10.0,9.6,9.25,11.0,9.0,0,3,0,10.0,0,0,0,5.0,2,1200.0,1,1,1,0
サツキフラッシュ,2020100626.0,6,6,202547120301,2025年12月3日,5.0,5,4.515582941264033,2.6510144900492887,40.280455895107345,466.0060734416547,100.0,1.2157057737795913,-0.294001057777736,28.612473297552548,15.177251268420777,10.0,4.8,4.8,10.0,4.8,0,1,1,4.8,0,0,0,5.0,2,1400.0,1,2,1,0
サトノエンパイア,2021105528.0,8,13,202544120206,2025年12月2日,1.0,1,7.412362615821902,3.3180049380566805,36.18942400163666,431.1600077941221,100.0,1.3556386974432417,5.365443913744019,77.76718459624517,16.444044896133217,9.75,2.0,8.2,10.0,8.2,0,2,0,2.0,0,0,0,4.0,2,1600.0,1,2,1,1
サトノグラン,2014105991.0,3,3,202550120408,2025年12月4日,4.0,4,5.964395364466764,3.4136509148412397,39.06197527855674,481.9537858698043,100.0,1.095645976784559,-2.322269244621492,27.23731658998104,15.139553030861887,10.0,7.6,7.6,10.0,7.0,0,1,1,7.6,0,0,0,11.0,2,1400.0,1,1,1,0
サトノビエント,2022105254.0,6,7,202548120512,2025年12月5日,5.0,5,5.68631112618768,1.369363967962148,39.10436616318765,407.75633256072274,100.0,1.7440426415403534,-0.6646856720579097,34.88223310811369,15.55757734144644,6.0,5.333333333333333,5.5,6.0,5.5,0,1,1,10.0,0,0,0,3.0,2,1500.0,1,1,1,0
サトノビーツ,2022104746.0,3,3,202544120106,2025年12月1日,5.0,5,6.552972480249238,4.750806725171886,39.6634091648399,487.5675288690951,100.0,2.0,-1.7146221151086678,75.53611994475507,15.723669290834493,10.0,1.5,11.4,10.0,1.5,0,2,0,1.5,0,0,0,3.0,2,1600.0,1,1,1,0
サトノミネルヴァ,2020102605.0,4,4,202550120205,2025年12月2日,2.0,2,4.497960502034612,1.7400072793413173,39.94661692428751,473.97460588016503,100.0,1.904354023215441,-1.4550054879065986,70.54541898977149,15.128814782503266,10.0,5.2,5.2,10.0,4.5,0,2,0,4.75,0,0,0,5.0,2,820.0,1,1,1,1
サトノリリウム,2022101948.0,3,3,202544120208,2025年12月2日,3.0,3,2.110117962028148,1.0,37.88356670764171,489.945746757824,100.0,1.4110330895477454,1.680711077992263,176.39861486126514,16.26930189724228,10.0,3.4,4.0,1.0,1.25,1,4,0,3.4,0,0,0,3.0,2,1200.0,1,2,1,1
サトノルクソン,2020103378.0,1,1,202550120410,2025年12月4日,2.0,2,5.54156882825079,2.619947482346285,39.27197028181227,477.07245974231154,100.0,1.8600670763363492,1.1924241478953004,65.97735040154117,15.283349090210814,10.0,7.0,7.0,10.0,3.5,0,2,0,10.0,0,0,0,5.0,2,1400.0,1,1,1,1
サノノブレイダー,2021106667.0,8,11,202550120205,2025年12月2日,9.0,9,9.974753029255872,2.1576935563815933,39.57917016059911,433.8662422298356,100.0,2.106334526476126,2.080360660803308,41.3414006577101,15.136651525466208,10.0,9.6,9.6,10.0,9.6,0,2,0,10.0,0,0,0,4.0,2,820.0,1,1,1,0
サバンナモンキー,2019106622.0,3,3,202550120311,2025年12月3日,9.0,9,7.373261136672663,3.0,40.638859621780895,457.7087187080524,100.0,1.582313722959724,-2.3373256162369684,35.35731747720875,14.523807951899519,10.0,7.0,7.0,7.0,7.0,0,2,0,7.0,0,0,0,6.0,2,1870.0,1,2,1,0
サブノコイゴコロ,2021104376.0,3,3,202544120310,2025年12月3日,11.0,11,6.640973780257342,2.5823137229597237,38.41588237453428,460.3852881682407,100.0,2.0,-0.24994463008683349,41.9351769424356,16.168359430861795,10.0,6.8,6.8,10.0,6.8,0,2,0,6.8,0,0,0,4.0,2,1200.0,1,2,1,0
サブノハクタカ,2018104301.0,1,1,202544120109,2025年12月1日,8.0,8,7.091329912540199,3.3556386974432417,38.28350513807888,480.57797036136583,100.0,1.831337191881516,-2.0784697304385036,114.66483119752186,15.98269379430229,10.0,7.2,7.25,7.0,7.25,1,4,0,7.333333333333333,0,0,0,7.0,2,1200.0,1,1,1,0
サブノマカナ,2022104367.0,7,14,202544120203,2025年12月2日,8.0,8,7.462897450796031,3.3180049380566805,38.907685054651665,468.8689709512681,100.0,1.3556386974432417,-1.0278176788921094,57.806763221460876,15.84442980956495,10.0,8.4,8.4,10.0,8.4,0,2,0,8.75,0,0,0,3.0,2,1200.0,1,2,1,0
サブノリョウマ,2019106559.0,3,4,202544120310,2025年12月3日,3.0,3,4.543060779651365,3.233328213009013,37.74411213724487,470.1257416404654,100.0,2.0,1.7959934385976113,42.08883513661815,16.259920067953914,10.0,3.6,3.6,10.0,3.6,0,2,0,3.6,0,0,0,6.0,2,1200.0,1,2,1,1
サブノルアナ,2022102666.0,7,7,202544120401,2025年12月4日,4.0,4,6.580343737565851,3.1310290487319232,39.76795974541054,449.82824133259476,100.0,1.7842942262204087,1.398279163051016,54.9644912760525,15.502399330972493,10.0,6.6,6.6,10.0,6.0,0,2,0,10.0,0,0,3,3.0,2,1600.0,1,1,1,0
サマニデンカ,2023107499.0,7,7,202544120105,2025年12月1日,5.0,5,18.0,9.999999999999998,39.99999999999999,470.0,100.0,2.0,0.0,180.00000000000003,16.0,10.0,10.0,18.0,10.0,10.0,1,4,0,10.0,1,0,2,2.0,2,1200.0,1,1,1,0
サマーツアー,2022103719.0,4,6,202544120404,2025年12月4日,5.0,5,4.386121644240113,1.8384092749078917,37.67526465008196,476.02193850347373,100.0,1.2599927206586827,1.3992350023454811,51.84136024600265,16.22478823299652,10.5,4.666666666666667,7.0,10.0,4.666666666666667,0,2,0,1.0,0,0,0,3.0,2,1200.0,1,1,1,0
サムタイムアゴー,2020102495.0,5,6,202550120312,2025年12月3日,3.0,3,4.095645976784559,3.3556386974432417,38.839121603562695,452.8366791948471,100.0,1.941987782602002,2.2155632652227886,47.87386386723928,15.12681526012572,10.0,4.2,4.2,10.0,4.2,0,2,0,10.0,0,0,0,5.0,2,1400.0,1,2,1,1
サムライタイム,2023106663.0,4,6,202544120102,2025年12月1日,12.0,12,9.512787186116409,4.252427327603428,40.09210051184227,427.6739786464607,100.0,2.0,-4.568486511904134,44.157614990131876,14.96935729361651,10.0,8.0,10.0,10.0,8.0,0,2,0,10.0,0,0,2,2.0,2,1400.0,1,1,1,0
