馬名,horse_id,枠,馬 番,race_id,weighted_avg_rank,weighted_avg_run_style,weighted_avg_last_3f,weighted_avg_horse_weight,weighted_avg_odds,weighted_avg_weather,age,rank,target_top3
ラストシャリナ,,4,4,202506050312,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,5.0,0
キョウエイカンフ,,7,11,202506050312,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,6.0,0
カイザーブリッツ,,8,12,202506050312,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,7.0,0
ベルブリエ,,1,1,202506050312,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,8.0,0
フェデルミエール,,4,5,202506050312,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,9.0,0
アベベ,,3,3,202506050312,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,10.0,0
リリージェーン,,6,8,202506050312,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,11.0,0
アルデショワ,,7,10,202506050312,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,12.0,0
ヴェラリーシャ,,2,2,202506050312,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,13.0,0
ヴェネチアンキング,,7,14,202506050401,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,1.0,1
ヘイスティハート,,5,10,202506050401,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,2.0,1
オンマイビート,,2,3,202506050401,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,3.0,1
フクノエルデ,,5,9,202506050401,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,4.0,0
ベアゴーフォー,,3,6,202506050401,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,5.0,0
ジュニアスウィート,,8,16,202506050401,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,6.0,0
マインセーラ,,4,8,202506050401,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,7.0,0
ラムールデュヴォン,,6,12,202506050401,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,8.0,0
オダイ,,2,4,202506050401,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,9.0,0
ガルディーノ,,7,13,202506050401,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,10.0,0
トウシンライオット,,1,2,202506050401,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,11.0,0
カセノソレイユ,,8,15,202506050401,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,12.0,0
ホワイトナイル,,1,1,202506050401,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,13.0,0
クラウンプレゼンタ,,6,11,202506050401,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,14.0,0
ドングラミ,,3,5,202506050401,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,15.0,0
チャンピオンホース,,4,7,202506050401,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,0.0,0
ニルマーネル,,7,14,202506050402,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,1.0,1
ディサイドオンミー,,1,2,202506050402,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,2.0,1
ツルノマイハシ,,3,6,202506050402,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,3.0,1
ワディアルリヤハ,,4,8,202506050402,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,4.0,0
アリアス,,4,7,202506050402,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,5.0,0
パトリシア,,1,1,202506050402,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,6.0,0
セイウンプーパ,,7,13,202506050402,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,7.0,0
ムーンシェイド,,5,10,202506050402,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,8.0,0
シンデレラリバティ,,2,4,202506050402,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,9.0,0
モーニングダリア,,3,5,202506050402,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,10.0,0
エンカウンターベイ,,6,11,202506050402,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,11.0,0
ノブピースオブラブ,,5,9,202506050402,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,12.0,0
ヘリオドール,,8,15,202506050402,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,13.0,0
ジャスフォール,,6,12,202506050402,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,14.0,0
カシノプロスペリテ,,2,3,202506050402,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,15.0,0
グランフォワイエ,,8,16,202506050402,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,16.0,0
ラージアンサンブル,,5,9,202506050403,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,1.0,1
ラッキースウィッチ,,1,1,202506050403,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,2.0,1
ジャケットポケット,,5,10,202506050403,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,3.0,1
ジャストマイウェイ,,4,8,202506050403,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,4.0,0
ゴールデンダガー,,6,12,202506050403,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,5.0,0
セキテイリノ,,6,11,202506050403,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,6.0,0
ニシノヒノトリ,,3,5,202506050403,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,7.0,0
ロイヤルヤマト,,8,16,202506050403,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,8.0,0
コスモラムバック,,2,3,202506050403,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,9.0,0
エクストラダーク,,8,17,202506050403,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,10.0,0
マイネルグレート,,7,13,202506050403,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,11.0,0
セイウンヤオヨロズ,,3,6,202506050403,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,12.0,0
マイネルモンテュス,,7,14,202506050403,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,13.0,0
カリドーラ,,4,7,202506050403,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,14.0,0
ピュアエンブレム,,2,4,202506050403,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,15.0,0
アイアムアッパレ,,1,2,202506050403,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,16.0,0
スカーレットジーン,,8,18,202506050403,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,17.0,0
カシノスパーク,,7,15,202506050403,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,18.0,0
ゴールデンスロープ,,5,7,202506050404,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,1.0,1
デザートスター,,2,2,202506050404,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,2.0,1
マテンロウノカゼ,,1,1,202506050404,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,3.0,1
タガノバルコス,,8,14,202506050404,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,4.0,0
アバットゥータ,,4,6,202506050404,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,5.0,0
ゴールデンステップ,,6,9,202506050404,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,6.0,0
ストラクチャー,,4,5,202506050404,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,7.0,0
デスティネ,,7,12,202506050404,18.0,3.0,39.99999999999999,470.0,100.0,2.0,8.0,8.0,0
クラウングスタフ,,6,10,202506050404,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,9.0,0
リードアクトレス,,7,11,202506050404,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,10.0,0
ピコイチ,,3,3,202506050404,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,11.0,0
シュバルツガイスト,,3,4,202506050404,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,12.0,0
アドアプローズ,,5,8,202506050404,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,13.0,0
トリップトゥムーン,,8,13,202506050404,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,0.0,0
ジーティーシンドウ,,3,5,202506050405,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,1.0,1
ランウェイミューズ,,6,12,202506050405,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,2.0,1
コスモシグルン,,7,14,202506050405,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,3.0,1
クォンタムビット,,3,6,202506050405,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,4.0,0
ベッラモレーン,,5,9,202506050405,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,5.0,0
スーパーハイウェイ,,7,13,202506050405,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,6.0,0
キコリータ,,6,11,202506050405,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,7.0,0
コスモペンタス,,5,10,202506050405,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,8.0,0
ジーティーウブラブ,,1,1,202506050405,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,9.0,0
ショウナンカルメラ,,2,4,202506050405,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,10.0,0
エメラルドテソーロ,,4,8,202506050405,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,11.0,0
フォーアライター,,8,16,202506050405,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,12.0,0
プレシャスノワール,,1,2,202506050405,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,13.0,0
モラール,,4,7,202506050405,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,14.0,0
コスモエレジー,,2,3,202506050405,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,15.0,0
ノーブルアスール,,8,15,202506050405,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,16.0,0
ルクスポップスター,,5,9,202506050406,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,1.0,1
コウジハラ,,6,12,202506050406,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,2.0,1
ゼファーテソーロ,,8,16,202506050406,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,3.0,1
バル,,3,6,202506050406,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,4.0,0
マーマレードスカイ,,3,5,202506050406,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,5.0,0
グリュイエール,,8,15,202506050406,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,6.0,0
プラチナムディスク,,1,1,202506050406,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,7.0,0
ステラゲイル,,2,3,202506050406,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,8.0,0
ノリキング,,2,4,202506050406,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,9.0,0
セキテイロックス,,4,7,202506050406,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,10.0,0
フローラルアーチ,,5,10,202506050406,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,11.0,0
ディル,,4,8,202506050406,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,12.0,0
ダズルオーロラ,,7,14,202506050406,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,13.0,0
ガーディアンスター,,6,11,202506050406,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,14.0,0
ケイアイギルス,,1,2,202506050406,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,15.0,0
アシャカルッカ,,7,13,202506050406,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,0.0,0
ケイアイアギト,,5,10,202506050407,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,1.0,1
ダンツシタン,,3,6,202506050407,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,2.0,1
タガノアバンドーネ,,8,16,202506050407,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,3.0,1
シルバーレシオ,,4,7,202506050407,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,4.0,0
チャーリー,,5,9,202506050407,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,5.0,0
テンカムテキ,,4,8,202506050407,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,6.0,0
マーゴットサンズ,,2,3,202506050407,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,7.0,0
ニャンタロウ,,6,12,202506050407,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,8.0,0
ファイアマン,,1,1,202506050407,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,9.0,0
デールエルバハリ,,7,14,202506050407,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,10.0,0
ロミオ,,2,4,202506050407,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,11.0,0
ハイライトニング,,7,13,202506050407,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,12.0,0
オトシダマ,,3,5,202506050407,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,13.0,0
サンデーパーティー,,6,11,202506050407,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,14.0,0
ナリノシャーウッド,,8,15,202506050407,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,15.0,0
ショーリバース,,1,2,202506050407,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,16.0,0
ダカラフェスティヴ,,5,7,202506050408,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,1.0,1
キャストロププ,,7,12,202506050408,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,2.0,1
スマートクオーレ,,7,11,202506050408,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,3.0,1
ステイアンビシャス,,8,14,202506050408,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,4.0,0
タマモトリノ,,3,3,202506050408,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,5.0,0
オウケンシルヴァー,,3,4,202506050408,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,6.0,0
カイトヴィント,,8,13,202506050408,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,7.0,0
ムーランブルー,,2,2,202506050408,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,8.0,0
マウントバーノン,,6,9,202506050408,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,9.0,0
クールシェルタ,,5,8,202506050408,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,10.0,0
タイキインドラ,,4,5,202506050408,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,11.0,0
ダブルメッセージ,,4,6,202506050408,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,12.0,0
オールデュスヴラン,,1,1,202506050408,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,13.0,0
チンプンカンプン,,6,10,202506050408,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,14.0,0
イガッチ,,8,12,202506050409,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,1.0,1
ダンツファイター,,3,3,202506050409,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,2.0,1
ヤマニンアドホック,,5,6,202506050409,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,3.0,1
ソルトブリーズ,,6,8,202506050409,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,4.0,0
レディーミコノス,,7,9,202506050409,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,5.0,0
タッチアンドムーブ,,6,7,202506050409,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,6.0,0
ヤマニンガラッシア,,4,4,202506050409,18.0,3.0,39.99999999999999,470.0,100.0,2.0,8.0,7.0,0
ワザモノ,,2,2,202506050409,18.0,3.0,39.99999999999999,470.0,100.0,2.0,7.0,8.0,0
ドゥカート,,7,10,202506050409,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,9.0,0
ナムララジベラ,,5,5,202506050409,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,10.0,0
バセリーナ,,1,1,202506050409,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,11.0,0
フナデ,,8,11,202506050409,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,12.0,0
ブライアンセンス,,7,14,202506050410,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,1.0,1
ヴァルツァーシャル,,8,15,202506050410,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,2.0,1
ポッドロゴ,,5,10,202506050410,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,3.0,1
ブレイクフォース,,3,6,202506050410,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,4.0,0
ショウナンライシン,,1,2,202506050410,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,5.0,0
テーオーパスワード,,4,8,202506050410,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,6.0,0
ミッキーヌチバナ,,6,12,202506050410,18.0,3.0,39.99999999999999,470.0,100.0,2.0,7.0,7.0,0
アクションプラン,,6,11,202506050410,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,8.0,0
ラタフォレスト,,5,9,202506050410,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,9.0,0
コンクシェル,,8,16,202506050410,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,10.0,0
ダンテバローズ,,1,1,202506050410,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,11.0,0
シェットランド,,2,4,202506050410,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,12.0,0
メイショウフンジン,,3,5,202506050410,18.0,3.0,39.99999999999999,470.0,100.0,2.0,7.0,13.0,0
タガノエスコート,,2,3,202506050410,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,14.0,0
スマートアイ,,7,13,202506050410,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,15.0,0
ゴールデンシロップ,,4,7,202506050410,18.0,3.0,39.99999999999999,470.0,100.0,2.0,7.0,16.0,0
テーオーエルビス,,2,4,202506050411,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,1.0,1
ヤマニンチェルキ,,8,16,202506050411,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,2.0,1
エコロアゼル,,7,13,202506050411,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,3.0,1
ガビーズシスター,,5,9,202506050411,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,4.0,0
ニットウバジル,,8,15,202506050411,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,5.0,0
サンライズアムール,,3,5,202506050411,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,6.0,0
ポッドベイダー,,3,6,202506050411,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,7.0,0
チカッパ,,6,11,202506050411,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,8.0,0
ジャスパーゴールド,,7,14,202506050411,18.0,3.0,39.99999999999999,470.0,100.0,2.0,7.0,9.0,0
クロジシジョー,,4,8,202506050411,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,10.0,0
タガノミスト,,5,10,202506050411,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,11.0,0
キャンディドライヴ,,4,7,202506050411,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,12.0,0
スターペスカオリ,,2,3,202506050411,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,13.0,0
エートラックス,,1,2,202506050411,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,14.0,0
ドンアミティエ,,1,1,202506050411,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,15.0,0
カルチャーデイ,,6,12,202506050411,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,16.0,0
ウィンターベル,,6,12,202506050412,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,1.0,1
パストラーレ,,7,13,202506050412,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,2.0,1
サクラアドリア,,1,1,202506050412,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,3.0,1
ラファヴォリット,,2,4,202506050412,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,4.0,0
アクイローネ,,2,3,202506050412,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,5.0,0
ハニードレス,,7,14,202506050412,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,6.0,0
キアラメンテ,,3,5,202506050412,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,7.0,0
スワローシチー,,4,8,202506050412,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,8.0,0
ケイツールピア,,1,2,202506050412,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,9.0,0
コスモイシュタル,,8,16,202506050412,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,9.0,0
イゾレエオリア,,5,10,202506050412,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,11.0,0
ベストシーン,,3,6,202506050412,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,12.0,0
マイネルゼウス,,6,11,202506050412,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,13.0,0
マジカルワード,,4,7,202506050412,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,14.0,0
ケイツークローン,,8,15,202506050412,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,15.0,0
フォートポータル,,5,9,202506050412,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,16.0,0
ダンシングドール,,8,16,202507050101,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,1.0,1
ジュディーイメル,,6,11,202507050101,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,2.0,1
スーパーガール,,4,7,202507050101,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,3.0,1
スノーランス,,3,5,202507050101,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,4.0,0
セイブルーアイ,,8,15,202507050101,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,5.0,0
アジュアカレンツ,,2,4,202507050101,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,6.0,0
カーボフリオ,,3,6,202507050101,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,7.0,0
ユナダイヤ,,7,14,202507050101,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,8.0,0
シンデレラカラー,,1,2,202507050101,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,9.0,0
クリソプテロン,,5,9,202507050101,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,10.0,0
クイーンズホリデー,,1,1,202507050101,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,11.0,0
アスコットダンス,,5,10,202507050101,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,12.0,0
ジョウショーブリエ,,6,12,202507050101,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,13.0,0
フーガカンタービレ,,4,8,202507050101,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,14.0,0
サリー,,2,3,202507050101,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,15.0,0
サンタクローチェ,,7,13,202507050101,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,16.0,0
セルヴァンス,,5,6,202507050102,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,1.0,1
スプランドゥール,,2,2,202507050102,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,2.0,1
ブリングライト,,4,4,202507050102,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,3.0,1
ハヤテノツバサ,,8,13,202507050102,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,4.0,0
タイセイルヴァン,,4,5,202507050102,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,5.0,0
ケイアイワイラーパ,,5,7,202507050102,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,6.0,0
アルニラム,,8,12,202507050102,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,7.0,0
トモジャアルマンド,,1,1,202507050102,18.0,3.0,39.99999999999999,470.0,100.0,2.0,8.0,8.0,0
ローガンパス,,7,10,202507050102,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,9.0,0
アイアンソリッド,,7,11,202507050102,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,10.0,0
レゼールドラペ,,6,9,202507050102,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,11.0,0
エーティータキオン,,6,8,202507050102,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,12.0,0
タツアレックス,,3,3,202507050102,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,13.0,0
レーヴドレフォン,,7,13,202507050103,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,1.0,1
ディペンダブル,,7,12,202507050103,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,2.0,1
スルーザナイト,,6,11,202507050103,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,3.0,1
キャットテイル,,2,3,202507050103,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,4.0,0
エアニゲラ,,4,7,202507050103,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,5.0,0
ラテライト,,3,5,202507050103,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,6.0,0
タマモジャスミン,,8,14,202507050103,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,7.0,0
ヴァリオーサ,,5,9,202507050103,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,8.0,0
チリーゴールド,,6,10,202507050103,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,9.0,0
デルマサクラサク,,1,1,202507050103,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,10.0,0
レイフロレット,,2,2,202507050103,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,11.0,0
ロミヒ,,3,4,202507050103,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,12.0,0
ケープウィッカム,,8,15,202507050103,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,13.0,0
コンテナライン,,4,6,202507050103,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,14.0,0
ビップレーヌ,,5,8,202507050103,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,15.0,0
ハッピーラッキー,,4,7,202507050104,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,1.0,1
マーゴットミスト,,1,2,202507050104,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,2.0,1
ゴールドパレード,,3,6,202507050104,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,3.0,1
ルージュルガーノ,,7,14,202507050104,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,4.0,0
プラヤデルカルメン,,7,13,202507050104,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,5.0,0
ダブルチャレンジ,,2,4,202507050104,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,6.0,0
