馬名,horse_id,枠,馬 番,race_id,weighted_avg_rank,weighted_avg_run_style,weighted_avg_last_3f,weighted_avg_horse_weight,weighted_avg_odds,weighted_avg_weather,age,rank,target_top3
アッシュバーグ,,1,2,202507050208,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,13.0,0
イージーブリージー,,6,12,202507050208,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,14.0,0
アサクサヴィーナス,,5,9,202507050208,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,15.0,0
ドゥラルーナ,,5,10,202507050208,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,16.0,0
シャインズオンユー,,3,5,202507050208,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,17.0,0
メトロポリターナ,,8,16,202507050208,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,18.0,0
エイシンナデシコ,,8,16,202507050209,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,1.0,1
コンアフェット,,6,12,202507050209,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,2.0,1
シンコーナホチャン,,2,3,202507050209,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,3.0,1
ユウェンタース,,8,15,202507050209,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,4.0,0
カフェアローロ,,4,8,202507050209,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,5.0,0
アンドリーナ,,3,5,202507050209,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,6.0,0
ロフティーイデアル,,5,9,202507050209,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,7.0,0
フクキタテーラー,,5,10,202507050209,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,8.0,0
サラサハウプリティ,,6,11,202507050209,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,9.0,0
プウスカンドゥール,,1,2,202507050209,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,10.0,0
ヴォンフレ,,1,1,202507050209,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,11.0,0
ベファーナ,,7,14,202507050209,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,12.0,0
タマモナポリ,,7,13,202507050209,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,13.0,0
エターナルプロミス,,4,7,202507050209,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,14.0,0
プチボヌール,,2,4,202507050209,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,15.0,0
ブーバー,,3,6,202507050209,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,16.0,0
キングメーカー,,6,8,202507050210,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,1.0,1
マテンロウブラボー,,1,1,202507050210,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,2.0,1
テラメリタ,,8,13,202507050210,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,3.0,1
ホウオウシェリー,,5,7,202507050210,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,4.0,0
ヴィスマール,,6,9,202507050210,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,5.0,0
フォーキャンドルズ,,8,12,202507050210,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,6.0,0
ジーティードレス,,7,10,202507050210,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,7.0,0
サクラオーラ,,4,5,202507050210,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,8.0,0
ステラバルセロナ,,4,4,202507050210,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,9.0,0
ヒロノゴウカイ,,7,11,202507050210,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,10.0,0
ラッジオ,,2,2,202507050210,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,11.0,0
クスクス,,5,6,202507050210,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,12.0,0
ラーテル,,3,3,202507050210,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,13.0,0
ダブルハートボンド,,1,2,202507050211,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,1.0,1
ウィルソンテソーロ,,4,8,202507050211,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,2.0,1
ラムジェット,,4,7,202507050211,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,3.0,1
メイショウハリオ,,2,3,202507050211,18.0,3.0,39.99999999999999,470.0,100.0,2.0,8.0,4.0,0
アウトレンジ,,5,9,202507050211,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,5.0,0
ハギノアレグリアス,,3,6,202507050211,18.0,3.0,39.99999999999999,470.0,100.0,2.0,8.0,6.0,0
テンカジョウ,,5,10,202507050211,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,7.0,0
サンライズジパング,,7,13,202507050211,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,8.0,0
セラフィックコール,,2,4,202507050211,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,9.0,0
ペリエール,,8,15,202507050211,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,10.0,0
シックスペンス,,6,11,202507050211,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,11.0,0
ペプチドナイル,,7,14,202507050211,18.0,3.0,39.99999999999999,470.0,100.0,2.0,7.0,12.0,0
ナルカミ,,6,12,202507050211,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,13.0,0
ヘリオス,,3,5,202507050211,18.0,3.0,39.99999999999999,470.0,100.0,2.0,9.0,14.0,0
ルクソールカフェ,,8,16,202507050211,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,15.0,0
ウィリアムバローズ,,1,1,202507050211,18.0,3.0,39.99999999999999,470.0,100.0,2.0,7.0,16.0,0
ホウオウレイヴン,,6,6,202507050212,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,1.0,1
サミダレナイツ,,4,4,202507050212,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,2.0,1
メイショウアイル,,1,1,202507050212,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,3.0,1
オーサムユニバンス,,5,5,202507050212,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,4.0,0
アスクコモンタレヴ,,8,10,202507050212,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,5.0,0
トゥルーサクセサー,,7,7,202507050212,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,6.0,0
サリーチェ,,8,9,202507050212,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,7.0,0
ヤマニンヒストリア,,3,3,202507050212,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,8.0,0
メイショウアゴナス,,2,2,202507050212,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,9.0,0
マハートマーベル,,7,8,202507050212,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,10.0,0
インシオン,,4,5,202507050301,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,1.0,1
キタノシャカール,,2,2,202507050301,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,2.0,1
ロードステラート,,7,11,202507050301,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,3.0,1
サトノリシャール,,6,10,202507050301,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,4.0,0
パラダイスフェイス,,8,13,202507050301,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,5.0,0
ナブッコ,,3,4,202507050301,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,6.0,0
エクストラプッシュ,,6,9,202507050301,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,7.0,0
コスモタキシード,,5,7,202507050301,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,8.0,0
イネガラーブル,,8,14,202507050301,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,9.0,0
ベイビーメイビー,,3,3,202507050301,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,10.0,0
ジャカルタバオ,,7,12,202507050301,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,11.0,0
マイトグラッド,,5,8,202507050301,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,12.0,0
ニミッツハイウェイ,,4,6,202507050301,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,13.0,0
クルスデルスール,,1,1,202507050301,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,14.0,0
ノビル,,4,7,202507050302,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,1.0,1
ヴェントインコーダ,,2,3,202507050302,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,2.0,1
フォンメイリー,,4,8,202507050302,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,3.0,1
デルマエアロール,,1,2,202507050302,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,4.0,0
ナムラペルル,,7,13,202507050302,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,5.0,0
プルミエールパス,,5,9,202507050302,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,6.0,0
クインズシャウラ,,6,12,202507050302,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,7.0,0
ミルミナーヴァ,,7,14,202507050302,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,8.0,0
メイショウタマユラ,,2,4,202507050302,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,9.0,0
イラーナ,,8,15,202507050302,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,10.0,0
ミライハーモニー,,3,5,202507050302,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,11.0,0
ラヴェンデル,,3,6,202507050302,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,12.0,0
スタンピー,,1,1,202507050302,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,13.0,0
シェーンルスカ,,5,10,202507050302,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,14.0,0
レディエンス,,8,16,202507050302,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,15.0,0
シューンカイゼリン,,6,11,202507050302,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,16.0,0
ギュルヴィ,,7,9,202507050303,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,1.0,1
エンマ,,7,10,202507050303,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,2.0,1
ニシノミチアキ,,6,8,202507050303,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,3.0,1
コズミックダンサー,,1,1,202507050303,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,4.0,0
ブレードサクセス,,5,6,202507050303,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,5.0,0
エポカリーナ,,6,7,202507050303,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,6.0,0
ローズゴジャール,,4,4,202507050303,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,7.0,0
ジーティーパワー,,8,11,202507050303,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,8.0,0
ジャクソン,,2,2,202507050303,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,9.0,0
クインズエクレア,,5,5,202507050303,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,10.0,0
シークレットイスラ,,3,3,202507050303,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,11.0,0
ディアマイサン,,8,12,202507050303,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,12.0,0
イージーライダー,,5,6,202507050304,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,1.0,1
チュウワメロディー,,7,11,202507050304,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,2.0,1
シンデレラガール,,6,9,202507050304,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,3.0,1
ムスクレスト,,4,5,202507050304,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,4.0,0
オプティモ,,3,3,202507050304,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,5.0,0
ライトフライヤー,,5,7,202507050304,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,6.0,0
ロジャートアリー,,7,10,202507050304,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,7.0,0
フォーエバーラブ,,2,2,202507050304,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,8.0,0
オンザムービー,,1,1,202507050304,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,9.0,0
マジックオーラ,,8,12,202507050304,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,10.0,0
ルビーブロンド,,4,4,202507050304,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,11.0,0
ウォーターブビンガ,,8,13,202507050304,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,12.0,0
ゼンノスタニング,,6,8,202507050304,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,13.0,0
イベントホライゾン,,7,9,202507050305,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,1.0,1
レイクラシック,,5,6,202507050305,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,2.0,1
フウセン,,8,12,202507050305,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,3.0,1
コティノス,,3,3,202507050305,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,4.0,0
エイシンビーコン,,2,2,202507050305,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,5.0,0
パンチャマハブータ,,1,1,202507050305,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,6.0,0
シルバーリム,,5,5,202507050305,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,7.0,0
ディープシャロー,,7,10,202507050305,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,8.0,0
アクティブヘイロー,,6,8,202507050305,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,9.0,0
ラインメテオラ,,6,7,202507050305,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,10.0,0
ユイバイハウス,,8,11,202507050305,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,11.0,0
トール,,4,4,202507050305,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,12.0,0
カロローザ,,5,10,202507050306,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,1.0,1
ウエヲムイテゴラン,,2,3,202507050306,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,2.0,1
フィールオーサム,,1,2,202507050306,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,3.0,1
ベルフィーヌ,,7,14,202507050306,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,4.0,0
ライヴスプーン,,3,6,202507050306,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,5.0,0
ビジュードネージュ,,4,8,202507050306,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,6.0,0
ルージュミレネール,,6,12,202507050306,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,7.0,0
ブルージュ,,7,13,202507050306,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,8.0,0
セージグリーン,,5,9,202507050306,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,9.0,0
フォンデネージュ,,6,11,202507050306,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,10.0,0
ミツカネヴィーナス,,4,7,202507050306,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,11.0,0
プロピエダッド,,2,4,202507050306,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,12.0,0
サウンドルーチェ,,8,16,202507050306,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,13.0,0
メイショウハマギク,,8,15,202507050306,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,14.0,0
ドルフィンスルー,,3,5,202507050306,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,15.0,0
コンバットペスカ,,1,1,202507050306,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,16.0,0
パフュームセント,,2,4,202507050307,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,1.0,1
ロードガレリア,,4,8,202507050307,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,2.0,1
ウインリュクス,,8,18,202507050307,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,3.0,1
レジェンドシップ,,5,9,202507050307,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,4.0,0
キャピタルリッチ,,6,12,202507050307,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,5.0,0
テレプシコーラ,,8,17,202507050307,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,6.0,0
ニホンピロゴルディ,,3,5,202507050307,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,7.0,0
アルヴィア,,8,16,202507050307,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,8.0,0
ジーティートシオー,,1,1,202507050307,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,9.0,0
ミスティブルー,,2,3,202507050307,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,10.0,0
ウインドラート,,7,15,202507050307,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,11.0,0
ビップチェイス,,7,13,202507050307,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,12.0,0
アドミラルシップ,,3,6,202507050307,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,13.0,0
サンライズガッツ,,1,2,202507050307,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,14.0,0
ピエナオルフェ,,5,10,202507050307,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,15.0,0
エイシンマクルーベ,,7,14,202507050307,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,16.0,0
ヤマノインパクト,,6,11,202507050307,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,17.0,0
ブルーメサイア,,4,7,202507050307,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,18.0,0
マジックローズ,,2,3,202507050308,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,1.0,1
フォースミラクル,,1,1,202507050308,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,2.0,1
エイシンマールス,,8,16,202507050308,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,3.0,1
エンダードラゴン,,5,9,202507050308,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,4.0,0
リッキースタイル,,2,4,202507050308,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,5.0,0
ハッピーウィズユー,,5,10,202507050308,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,6.0,0
ラブミーナッソー,,4,7,202507050308,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,7.0,0
プロスペクト,,4,8,202507050308,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,8.0,0
スノーホルンロード,,6,12,202507050308,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,9.0,0
ハウリングウィンド,,8,15,202507050308,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,10.0,0
ハイクライテリア,,7,14,202507050308,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,11.0,0
アスクザアメリカン,,7,13,202507050308,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,12.0,0
レイザリオ,,3,5,202507050308,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,13.0,0
ハレアカラフラ,,1,2,202507050308,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,14.0,0
バトンロード,,3,6,202507050308,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,15.0,0
クロユキ,,6,11,202507050308,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,16.0,0
プレセピオ,,6,6,202507050309,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,1.0,1
プリンセスモコ,,5,5,202507050309,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,2.0,1
マルガ,,8,11,202507050309,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,3.0,1
ノアールビーナス,,7,8,202507050309,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,4.0,0
アイニードユー,,4,4,202507050309,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,5.0,0
ラスベガスサイン,,8,10,202507050309,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,6.0,0
タイセイフレッサ,,6,7,202507050309,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,7.0,0
ヘルモソブレード,,3,3,202507050309,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,8.0,0
ベレーバスク,,1,1,202507050309,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,9.0,0
エスカレイト,,2,2,202507050309,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,10.0,0
エスティヴァリス,,7,9,202507050309,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,11.0,0
アラレタバシル,,8,16,202507050310,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,1.0,1
キングブルー,,7,13,202507050310,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,2.0,1
エイカイソウル,,5,9,202507050310,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,3.0,1
ポッドフォルク,,1,2,202507050310,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,4.0,0
ジュンラトゥール,,4,8,202507050310,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,5.0,0
ショウサンジョージ,,1,1,202507050310,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,6.0,0
タイセイミッション,,8,15,202507050310,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,7.0,0
エクストラノート,,6,11,202507050310,18.0,3.0,39.99999999999999,470.0,100.0,2.0,8.0,8.0,0
エイブラムス,,6,12,202507050310,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,9.0,0
キングオブフジ,,3,5,202507050310,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,10.0,0
メイトースイ,,4,7,202507050310,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,11.0,0
メイケイロゼッタ,,7,14,202507050310,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,12.0,0
タッチャブル,,2,3,202507050310,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,13.0,0
ワンダースティング,,5,10,202507050310,18.0,3.0,39.99999999999999,470.0,100.0,2.0,7.0,14.0,0
ボックスオフィス,,3,6,202507050310,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,15.0,0
ユメハハテシナク,,2,4,202507050310,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,16.0,0
シェイクユアハート,,4,8,202507050311,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,1.0,1
レッドバリエンテ,,4,7,202507050311,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,2.0,1
ジューンテイク,,2,3,202507050311,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,3.0,1
シンハナーダ,,7,14,202507050311,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,4.0,0
メリオーレム,,3,6,202507050311,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,5.0,0
ピースワンデュック,,5,9,202507050311,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,6.0,0
ファミリータイム,,2,4,202507050311,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,7.0,0
マイネルモーント,,6,11,202507050311,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,8.0,0
ヴィンセンシオ,,7,15,202507050311,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,9.0,0
オニャンコポン,,3,5,202507050311,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,10.0,0
ウインエーデル,,1,2,202507050311,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,11.0,0
ダンディズム,,6,12,202507050311,18.0,3.0,39.99999999999999,470.0,100.0,2.0,9.0,12.0,0
ショウナンアデイブ,,7,13,202507050311,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,13.0,0
マイネルケレリウス,,5,10,202507050311,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,14.0,0
ホウオウプロサンゲ,,1,1,202507050311,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,15.0,0
グーデンドラーク,,8,16,202507050311,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,16.0,0
カネフラ,,8,18,202507050311,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,17.0,0
リフレーミング,,8,17,202507050311,18.0,3.0,39.99999999999999,470.0,100.0,2.0,7.0,0.0,0
クイーンズデイ,,4,7,202507050312,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,1.0,1
レオナルドスター,,6,12,202507050312,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,2.0,1
サウンドレイラ,,7,14,202507050312,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,3.0,1
グランテレーズ,,4,8,202507050312,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,4.0,0
フォティック,,5,9,202507050312,18.0,3.0,39.99999999999999,470.0,100.0,2.0,5.0,5.0,0
タイキオーベロン,,3,6,202507050312,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,6.0,0
ワインクーラー,,8,17,202507050312,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,7.0,0
ジャグアール,,3,5,202507050312,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,8.0,0
ホウオウガイア,,1,1,202507050312,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,9.0,0
ヒットザグラウンド,,2,4,202507050312,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,10.0,0
イヴニングスター,,6,11,202507050312,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,11.0,0
フーレイ,,7,15,202507050312,18.0,3.0,39.99999999999999,470.0,100.0,2.0,6.0,12.0,0
ミリオンローズ,,1,2,202507050312,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,13.0,0
ハッピーサプライズ,,8,18,202507050312,18.0,3.0,39.99999999999999,470.0,100.0,2.0,4.0,14.0,0
ヴァリアントマーチ,,7,13,202507050312,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,15.0,0
セイウンビッグバン,,5,10,202507050312,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,16.0,0
ブルーレース,,8,16,202507050312,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,17.0,0
フクシマコウヨウ,,2,3,202507050312,18.0,3.0,39.99999999999999,470.0,100.0,2.0,3.0,18.0,0
ブルーメサンライズ,,3,3,202507050401,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,1.0,1
エアトベーレ,,1,1,202507050401,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,2.0,1
マカロンブルー,,5,7,202507050401,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,3.0,1
クイーンズドリーム,,8,13,202507050401,18.0,3.0,39.99999999999999,470.0,100.0,2.0,2.0,4.0,0
