日付,会場,レース番号,レース名,重賞,コースタイプ,距離,回り,天候,馬場状態,着 順,枠,馬 番,馬名,性齢,斤量,騎手,タイム,着差,人 気,単勝 オッズ,後3F,コーナー通過順,厩舎,馬体重(増減),race_id,horse_id,past_1_date,past_1_rank,past_1_time,past_1_run_style,past_1_race_name,past_1_last_3f,past_1_horse_weight,past_1_jockey,past_1_condition,past_1_odds,past_1_weather,past_2_date,past_2_rank,past_2_time,past_2_run_style,past_2_race_name,past_2_last_3f,past_2_horse_weight,past_2_jockey,past_2_condition,past_2_odds,past_2_weather,past_3_date,past_3_rank,past_3_time,past_3_run_style,past_3_race_name,past_3_last_3f,past_3_horse_weight,past_3_jockey,past_3_condition,past_3_odds,past_3_weather,past_4_date,past_4_rank,past_4_time,past_4_run_style,past_4_race_name,past_4_last_3f,past_4_horse_weight,past_4_jockey,past_4_condition,past_4_odds,past_4_weather,past_5_date,past_5_rank,past_5_time,past_5_run_style,past_5_race_name,past_5_last_3f,past_5_horse_weight,past_5_jockey,past_5_condition,past_5_odds,past_5_weather,past_1_distance,past_1_course_type,past_2_distance,past_2_course_type,past_3_distance,past_3_course_type,past_4_distance,past_4_course_type,past_5_distance,past_5_course_type,コーナー 通過順,馬体重 (増減)
2025年1月5日,中山,5R,3歳未勝利,,,,,,,13,7,13,メロンパンマニア,牡3,57.0,柴田 大知,1:36.1,１ 1/4,12.0,0.0,35.4,,和田 雄二,,202506010105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151514.0,466(-4)
2025年1月5日,中山,5R,3歳未勝利,,,,,,,14,7,14,ゼンブママノセイ,牝3,55.0,木幡 初也,1:36.4,２,10.0,0.0,37.3,,深山 雅史,,202506010105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,400(+4)
2025年1月5日,中山,5R,3歳未勝利,,,,,,,15,1,2,エンジェライト,牝3,52.0,▲石神 深道,1:36.5,１／２,15.0,0.0,36.7,,加藤 和宏,,202506010105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1179.0,386(-4)
2025年1月5日,中山,5R,3歳未勝利,,,,,,,16,5,9,タギマサダス,せん3,55.0,△小林 脩斗,1:37.4,５,13.0,0.0,36.5,,青木 孝文,,202506010105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151616.0,410(初出走)
2025年1月5日,中山,6R,メイクデビュー中山,,,,,,,1,2,4,ノクターン,牝3,55.0,横山 武史,2:01.9,,1.0,0.0,35.2,,木村 哲也,,202506010106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6664.0,474(初出走)
2025年1月5日,中山,6R,メイクデビュー中山,,,,,,,2,4,8,ラッキーロジータ,牝3,55.0,H.ドイル,2:02.3,２,3.0,0.0,35.7,,相沢 郁,,202506010106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8863.0,478(初出走)
2025年1月5日,中山,6R,メイクデビュー中山,,,,,,,3,7,15,トーセンリバーブ,牝3,55.0,菊沢 一樹,2:02.4,３／４,16.0,0.0,36.2,,菊沢 隆徳,,202506010106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3332.0,466(初出走)
2025年1月5日,中山,6R,メイクデビュー中山,,,,,,,4,5,10,ヴォイスオブゼウス,牡3,57.0,吉田 豊,2:02.4,アタマ,11.0,0.0,35.5,,矢作 芳人,,202506010106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111187.0,468(初出走)
2025年1月5日,中山,6R,メイクデビュー中山,,,,,,,5,6,11,ピュルテ,牝3,55.0,嶋田 純次,2:02.7,１ 1/2,14.0,0.0,35.7,,手塚 貴久,,202506010106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8888.0,428(初出走)
2025年1月5日,中山,6R,メイクデビュー中山,,,,,,,6,6,12,ミクニインスパイア,牡3,57.0,佐々木 大輔,2:02.7,クビ,5.0,0.0,35.6,,林 徹,,202506010106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881211.0,512(初出走)
2025年1月5日,中山,6R,メイクデビュー中山,,,,,,,7,7,13,ミスターボビー,牡3,57.0,荻野 極,2:03.3,４,8.0,0.0,37.3,,栗田 徹,,202506010106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2221.0,462(初出走)
2025年1月5日,中山,6R,メイクデビュー中山,,,,,,,8,1,1,レイーナアスール,牝3,55.0,武藤 雅,2:03.4,１／２,13.0,0.0,37.1,,武藤 善則,,202506010106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3344.0,476(初出走)
2025年1月5日,中山,6R,メイクデビュー中山,,,,,,,9,7,14,ニシノイッキサス,牡3,57.0,池添 謙一,2:04.0,３ 1/2,12.0,0.0,37.0,,村田 一誠,,202506010106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121288.0,446(初出走)
2025年1月5日,中山,6R,メイクデビュー中山,,,,,,,10,4,7,キングズトゥルー,牡3,57.0,菅原 明良,2:04.5,３,6.0,0.0,37.5,,大竹 正博,,202506010106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67811.0,452(初出走)
2025年1月5日,中山,6R,メイクデビュー中山,,,,,,,11,5,9,カレラエンブレマ,牡3,57.0,T.マーカンド,2:04.5,クビ,2.0,0.0,37.3,,田村 康仁,,202506010106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15151213.0,518(初出走)
2025年1月5日,中山,6R,メイクデビュー中山,,,,,,,12,8,17,ダブルドラゴン,牡3,55.0,△小林 脩斗,2:04.8,１ 1/2,17.0,0.0,37.6,,伊藤 大士,,202506010106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212128.0,520(初出走)
2025年1月5日,中山,6R,メイクデビュー中山,,,,,,,13,3,6,エリジブル,牡3,54.0,▲長浜 鴻緒,2:04.9,１／２,7.0,0.0,36.7,,上原 博之,,202506010106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17171615.0,490(初出走)
2025年1月5日,中山,6R,メイクデビュー中山,,,,,,,14,8,18,ポートタウランガ,牝3,52.0,▲石田 拓郎,2:05.0,１,18.0,0.0,37.7,,嘉藤 貴行,,202506010106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15141513.0,474(初出走)
2025年1月5日,中山,6R,メイクデビュー中山,,,,,,,15,3,5,ボスポラス,牡3,57.0,石橋 脩,2:05.2,１ 1/4,15.0,0.0,36.3,,和田 正一郎,,202506010106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18181717.0,452(初出走)
2025年1月5日,中山,6R,メイクデビュー中山,,,,,,,16,8,16,パブリックスフィア,牡3,57.0,北村 宏司,2:05.3,クビ,10.0,0.0,36.3,,奥村 武,,202506010106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14151717.0,458(初出走)
2025年1月5日,中山,6R,メイクデビュー中山,,,,,,,17,1,2,オーロプロサングエ,牡3,57.0,杉原 誠人,2:06.5,７,9.0,0.0,40.5,,伊藤 大士,,202506010106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1114.0,486(初出走)
2025年1月5日,中山,6R,メイクデビュー中山,,,,,,,中止,2,3,アミドゥクール,牡3,57.0,横山 和生,,,4.0,0.0,,,尾関 知人,,202506010106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33516.0,522(初出走)
2025年1月5日,中山,7R,4歳以上1勝クラス,,,,,,,1,8,16,アンブロジアーナ,牝6,53.0,▲長浜 鴻緒,1:55.0,,9.0,0.0,38.5,,上原 博之,,202506010107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3333.0,432(0)
2025年1月5日,中山,7R,4歳以上1勝クラス,,,,,,,2,3,5,ビップレーヌ,牝4,55.0,横山 武史,1:55.0,アタマ,4.0,0.0,38.7,,高柳 瑞樹,,202506010107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2221.0,474(+6)
2025年1月5日,中山,7R,4歳以上1勝クラス,,,,,,,3,4,8,マフィン,牝4,52.0,▲石神 深道,1:55.1,１／２,13.0,0.0,38.4,,大和田 成,,202506010107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4445.0,414(-6)
2025年1月5日,中山,7R,4歳以上1勝クラス,,,,,,,4,2,3,イラーナ,牝4,55.0,津村 明秀,1:55.2,１／２,3.0,0.0,38.6,,林 徹,,202506010107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4443.0,434(-6)
2025年1月5日,中山,7R,4歳以上1勝クラス,,,,,,,5,6,12,ミラクルキャッツ,牝5,56.0,佐々木 大輔,1:55.4,１,1.0,0.0,38.7,,堀 宣行,,202506010107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4445.0,462(-4)
2025年1月5日,中山,7R,4歳以上1勝クラス,,,,,,,6,5,10,ラジエル,牝6,56.0,杉原 誠人,1:55.5,３／４,10.0,0.0,38.6,,嘉藤 貴行,,202506010107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7777.0,452(+14)
2025年1月5日,中山,7R,4歳以上1勝クラス,,,,,,,7,6,11,ヒラリーステップ,牝5,56.0,丹内 祐次,1:55.6,クビ,6.0,0.0,38.7,,天間 昭一,,202506010107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9979.0,492(+10)
2025年1月5日,中山,7R,4歳以上1勝クラス,,,,,,,8,7,14,グランコネクシオン,牝4,55.0,木幡 巧也,1:55.7,１／２,8.0,0.0,38.1,,畠山 吉宏,,202506010107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14141214.0,436(+2)
2025年1月5日,中山,7R,4歳以上1勝クラス,,,,,,,9,3,6,アステロイドメア,牝5,56.0,T.マーカンド,1:55.7,ハナ,2.0,0.0,38.8,,武市 康男,,202506010107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7777.0,502(+6)
2025年1月5日,中山,7R,4歳以上1勝クラス,,,,,,,10,8,15,チャイボーグ,牝5,56.0,石川 裕紀人,1:55.9,１ 1/4,16.0,0.0,37.9,,的場 均,,202506010107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16161615.0,504(+12)
2025年1月5日,中山,7R,4歳以上1勝クラス,,,,,,,11,5,9,オランジー,牝5,56.0,内田 博幸,1:55.9,クビ,15.0,0.0,38.3,,青木 孝文,,202506010107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11131211.0,460(-4)
2025年1月5日,中山,7R,4歳以上1勝クラス,,,,,,,12,7,13,ヤエベニシダレ,牝5,56.0,丸山 元気,1:56.1,３／４,12.0,0.0,38.3,,梅田 智之,,202506010107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15151515.0,466(-8)
2025年1月5日,中山,7R,4歳以上1勝クラス,,,,,,,13,1,2,レシェルドランジュ,牝4,55.0,北村 宏司,1:56.5,２ 1/2,11.0,0.0,40.2,,伊藤 大士,,202506010107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112.0,456(+2)
2025年1月5日,中山,7R,4歳以上1勝クラス,,,,,,,14,4,7,アルヴィエンヌ,牝5,56.0,戸崎 圭太,1:56.8,１ 1/2,5.0,0.0,39.5,,林 徹,,202506010107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11111011.0,480(+18)
2025年1月5日,中山,7R,4歳以上1勝クラス,,,,,,,15,1,1,ドリームクルーズ,牝4,55.0,松岡 正海,1:57.1,２,7.0,0.0,39.9,,戸田 博文,,202506010107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991010.0,490(+6)
2025年1月5日,中山,7R,4歳以上1勝クラス,,,,,,,16,2,4,ファイブセンス,牝5,56.0,吉田 豊,1:58.0,５,14.0,0.0,40.5,,高橋 文雅,,202506010107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11111211.0,462(-6)
2025年1月5日,中山,8R,4歳以上2勝クラス,,,,,,,1,6,11,レオテミス,牝4,53.0,▲石田 拓郎,1:07.1,,2.0,0.0,34.0,,高柳 大輔,,202506010108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,490(0)
2025年1月5日,中山,8R,4歳以上2勝クラス,,,,,,,2,6,12,マキアージュ,牝6,52.0,★小林 美駒,1:07.5,２ 1/2,6.0,0.0,34.2,,菊川 正達,,202506010108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,458(0)
2025年1月5日,中山,8R,4歳以上2勝クラス,,,,,,,3,8,16,トーラスシャイン,牡4,58.0,藤岡 佑介,1:07.9,２,3.0,0.0,34.4,,田中 克典,,202506010108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,474(0)
2025年1月5日,中山,8R,4歳以上2勝クラス,,,,,,,4,3,6,ヒラボクミニー,牝4,56.0,横山 武史,1:08.0,１／２,4.0,0.0,34.5,,村田 一誠,,202506010108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,472(-2)
2025年1月5日,中山,8R,4歳以上2勝クラス,,,,,,,5,2,4,ダークンストーミー,牡5,58.0,江田 照男,1:08.0,クビ,16.0,0.0,33.9,,小笠 倫弘,,202506010108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,454(+6)
2025年1月5日,中山,8R,4歳以上2勝クラス,,,,,,,6,5,9,トリップトゥムーン,牡6,57.0,☆横山 琉人,1:08.2,１,15.0,0.0,33.9,,粕谷 昌央,,202506010108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212.0,460(+8)
2025年1月5日,中山,8R,4歳以上2勝クラス,,,,,,,7,2,3,スティールブルー,牝4,56.0,T.マーカンド,1:08.2,アタマ,1.0,0.0,34.4,,宗像 義忠,,202506010108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,440(+4)
2025年1月5日,中山,8R,4歳以上2勝クラス,,,,,,,8,4,8,モズトキキ,牝4,56.0,菅原 明良,1:08.2,クビ,5.0,0.0,34.2,,村山 明,,202506010108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910.0,552(-4)
2025年1月5日,中山,8R,4歳以上2勝クラス,,,,,,,9,7,14,ジャガード,牡7,58.0,吉田 豊,1:08.4,１ 1/4,13.0,0.0,33.9,,和田 雄二,,202506010108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1412.0,426(+4)
2025年1月5日,中山,8R,4歳以上2勝クラス,,,,,,,10,4,7,スピリットガイド,せん4,58.0,戸崎 圭太,1:08.5,１／２,7.0,0.0,34.7,,手塚 貴久,,202506010108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,526(+2)
2025年1月5日,中山,8R,4歳以上2勝クラス,,,,,,,11,1,1,ベルウッドブラボー,牡6,58.0,柴田 大知,1:08.6,クビ,10.0,0.0,34.9,,和田 雄二,,202506010108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,470(+10)
2025年1月5日,中山,8R,4歳以上2勝クラス,,,,,,,12,1,2,ルカン,牝5,56.0,石川 裕紀人,1:08.6,クビ,12.0,0.0,34.4,,藤野 健太,,202506010108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1210.0,410(-8)
2025年1月5日,中山,8R,4歳以上2勝クラス,,,,,,,13,5,10,アコルダール,牝7,56.0,丹内 祐次,1:08.7,クビ,11.0,0.0,34.1,,西園 翔太,,202506010108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1515.0,464(+4)
2025年1月5日,中山,8R,4歳以上2勝クラス,,,,,,,14,7,13,ディオアステリア,牝6,56.0,横山 和生,1:08.8,３／４,9.0,0.0,34.7,,小野 次郎,,202506010108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012.0,488(+6)
2025年1月5日,中山,8R,4歳以上2勝クラス,,,,,,,15,3,5,アイルドリアン,牝4,56.0,H.ドイル,1:09.1,２,8.0,0.0,35.7,,音無 秀孝,,202506010108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,498(+6)
2025年1月5日,中山,8R,4歳以上2勝クラス,,,,,,,16,8,15,クインズコスモス,牝6,53.0,▲長浜 鴻緒,1:09.7,３ 1/2,14.0,0.0,35.0,,加藤 士津八,,202506010108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1616.0,452(+6)
2025年1月5日,中山,9R,招福ステークス,,,,,,,1,8,15,ピュアキアン,牡4,57.0,吉田 豊,1:52.6,,5.0,0.0,37.9,,竹内 正洋,,202506010109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1111.0,508(-4)
2025年1月5日,中山,9R,招福ステークス,,,,,,,2,8,16,アスクビックスター,牡6,58.0,黛 弘人,1:52.7,１／２,13.0,0.0,36.8,,矢作 芳人,,202506010109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101198.0,480(+2)
2025年1月5日,中山,9R,招福ステークス,,,,,,,3,5,10,ジョージテソーロ,牡4,57.0,菅原 明良,1:52.9,１ 1/4,6.0,0.0,37.9,,嘉藤 貴行,,202506010109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2233.0,480(+4)
2025年1月5日,中山,9R,招福ステークス,,,,,,,4,1,1,スノーグレース,牝6,56.0,T.マーカンド,1:52.9,クビ,11.0,0.0,37.8,,中舘 英二,,202506010109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5535.0,486(+2)
2025年1月5日,中山,9R,招福ステークス,,,,,,,5,7,13,テーオーパスワード,牡4,57.0,戸崎 圭太,1:53.0,１／２,1.0,0.0,37.4,,高柳 大輔,,202506010109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5666.0,490
2025年1月5日,中山,9R,招福ステークス,,,,,,,6,5,9,ロジアデレード,牡4,57.0,野中 悠太郎,1:53.3,１ 3/4,4.0,0.0,37.7,,稲垣 幸雄,,202506010109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3366.0,506(+4)
2025年1月5日,中山,9R,招福ステークス,,,,,,,7,7,14,マンマリアーレ,牝5,56.0,荻野 極,1:53.4,３／４,3.0,0.0,37.7,,高木 登,,202506010109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7789.0,476(+2)
2025年1月5日,中山,9R,招福ステークス,,,,,,,8,4,7,オンザライン,せん7,58.0,丸山 元気,1:53.4,アタマ,10.0,0.0,37.1,,大和田 成,,202506010109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13131310.0,466(+4)
2025年1月5日,中山,9R,招福ステークス,,,,,,,9,4,8,トップオブジェラス,牡6,58.0,佐々木 大輔,1:53.6,１,7.0,0.0,38.5,,高木 登,,202506010109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3333.0,550(+14)
2025年1月5日,中山,9R,招福ステークス,,,,,,,10,2,4,ベンテイガ,牡6,58.0,斎藤 新,1:53.7,１／２,16.0,0.0,37.1,,音無 秀孝,,202506010109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16161415.0,522(+2)
2025年1月5日,中山,9R,招福ステークス,,,,,,,11,3,6,グロッシェン,牡4,57.0,横山 武史,1:53.7,アタマ,2.0,0.0,37.6,,宮田 敬介,,202506010109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771012.0,478(+8)
2025年1月5日,中山,9R,招福ステークス,,,,,,,12,6,12,ウインスノーライト,牡5,58.0,横山 和生,1:53.7,クビ,9.0,0.0,39.0,,杉山 晴紀,,202506010109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141022.0,486(-6)
2025年1月5日,中山,9R,招福ステークス,,,,,,,13,1,2,サンライズグルーヴ,牡5,58.0,丹内 祐次,1:53.8,アタマ,8.0,0.0,37.2,,河内 洋,,202506010109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14151414.0,526(+4)
2025年1月5日,中山,9R,招福ステークス,,,,,,,14,2,3,メイショウカゲカツ,牡6,58.0,石橋 脩,1:54.3,３,15.0,0.0,37.4,,西園 正都,,202506010109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12131616.0,508(+6)
2025年1月5日,中山,9R,招福ステークス,,,,,,,15,6,11,メイクザビート,牡5,58.0,H.ドイル,1:54.7,２ 1/2,12.0,0.0,38.6,,西園 正都,,202506010109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10111010.0,494(-2)
2025年1月5日,中山,9R,招福ステークス,,,,,,,16,3,5,ダスク,牡5,58.0,武藤 雅,1:55.8,７,14.0,0.0,39.7,,石坂 公一,,202506010109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771012.0,450(-12)
2025年1月5日,中山,10R,ジュニアカップ,,,,,,,1,5,9,ファンダム,牡3,57.0,北村 宏司,1:33.5,,1.0,0.0,34.2,,辻 哲英,,202506010110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.0,470(+12)
2025年1月5日,中山,10R,ジュニアカップ,,,,,,,2,6,10,モンドデラモーレ,牡3,57.0,T.マーカンド,1:33.6,３／４,2.0,0.0,34.2,,千葉 直人,,202506010110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.0,484(+20)
2025年1月5日,中山,10R,ジュニアカップ,,,,,,,3,4,7,モンテシート,牡3,57.0,松岡 正海,1:34.0,２ 1/2,10.0,0.0,34.7,,牧田 和弥,,202506010110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.0,496(-4)
2025年1月5日,中山,10R,ジュニアカップ,,,,,,,4,1,1,ディオデルマーレ,牡3,57.0,佐々木 大輔,1:34.2,１ 1/4,5.0,0.0,34.5,,堀 宣行,,202506010110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1166.0,508(+6)
2025年1月5日,中山,10R,ジュニアカップ,,,,,,,5,5,8,シンフォーエバー,牡3,57.0,戸崎 圭太,1:34.2,クビ,3.0,0.0,35.0,,森 秀行,,202506010110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,504(+10)
2025年1月5日,中山,10R,ジュニアカップ,,,,,,,6,4,6,ワース,牡3,57.0,横山 武史,1:34.4,１ 1/2,4.0,0.0,34.7,,上原 佑紀,,202506010110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666.0,496(+4)
2025年1月5日,中山,10R,ジュニアカップ,,,,,,,7,2,3,ビッキーファースト,牡3,57.0,大野 拓弥,1:34.6,１,12.0,0.0,34.7,,武 幸四郎,,202506010110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11109.0,486(+6)
